order_id,customer_id,product_id,origin_warehouse_id,destination_warehouse_id,order_date,quantity_units,priority,promised_delivery,status
ORD-0185,CUS-023,PRD-029,MIL-01,BRU-01,2026-08-23 03:00:00,200,PREMIUM,2026-08-25 03:00:00,IN_TRANSIT
ORD-0186,CUS-005,PRD-055,MAD-01,MIL-01,2026-08-20 00:00:00,25,STANDARD,2026-08-23 00:00:00,IN_TRANSIT
ORD-0187,CUS-010,PRD-004,MIL-01,BRU-01,2026-08-16 23:00:00,50,STANDARD,2026-08-19 23:00:00,IN_TRANSIT
ORD-0188,CUS-018,PRD-024,BRU-01,PAR-01,2026-08-29 20:00:00,25,PREMIUM,2026-08-31 20:00:00,IN_TRANSIT
ORD-0189,CUS-022,PRD-004,PAR-01,MAD-01,2026-08-17 15:00:00,75,STANDARD,2026-08-20 15:00:00,IN_TRANSIT
ORD-0190,CUS-008,PRD-020,MIL-01,BRU-01,2026-08-04 20:00:00,150,STANDARD,2026-08-07 20:00:00,IN_TRANSIT
ORD-0191,CUS-024,PRD-045,PAR-01,MIL-01,2026-08-29 11:00:00,200,STANDARD,2026-09-01 11:00:00,IN_TRANSIT
ORD-0192,CUS-011,PRD-047,BRU-01,MAD-01,2026-08-19 09:00:00,75,STANDARD,2026-08-22 09:00:00,IN_TRANSIT
ORD-0193,CUS-023,PRD-014,PAR-01,FRA-01,2026-08-20 13:00:00,200,PREMIUM,2026-08-22 13:00:00,IN_TRANSIT
ORD-0194,CUS-022,PRD-049,PAR-01,MIL-01,2026-08-26 09:00:00,200,STANDARD,2026-08-29 09:00:00,IN_TRANSIT
ORD-0195,CUS-012,PRD-050,FRA-01,PAR-01,2026-08-09 03:00:00,150,STANDARD,2026-08-12 03:00:00,IN_TRANSIT
ORD-0196,CUS-019,PRD-071,MAD-01,FRA-01,2026-08-04 16:00:00,10,PREMIUM,2026-08-06 16:00:00,IN_TRANSIT
ORD-0197,CUS-029,PRD-042,FRA-01,MIL-01,2026-08-01 23:00:00,100,CRITICAL,2026-08-02 23:00:00,IN_TRANSIT
ORD-0198,CUS-002,PRD-031,FRA-01,PAR-01,2026-08-03 20:00:00,75,STANDARD,2026-08-06 20:00:00,IN_TRANSIT
ORD-0199,CUS-002,PRD-037,MIL-01,MAD-01,2026-08-13 22:00:00,50,STANDARD,2026-08-16 22:00:00,IN_TRANSIT
ORD-0200,CUS-026,PRD-013,MAD-01,BRU-01,2026-08-10 11:00:00,75,STANDARD,2026-08-13 11:00:00,IN_TRANSIT
ORD-0201,CUS-022,PRD-031,PAR-01,FRA-01,2026-08-16 11:00:00,200,STANDARD,2026-08-19 11:00:00,IN_TRANSIT
ORD-0202,CUS-005,PRD-059,MIL-01,MAD-01,2026-08-17 08:00:00,10,STANDARD,2026-08-20 08:00:00,IN_TRANSIT
ORD-0203,CUS-027,PRD-044,BRU-01,MAD-01,2026-08-02 07:00:00,200,STANDARD,2026-08-05 07:00:00,IN_TRANSIT
ORD-0204,CUS-029,PRD-075,MIL-01,BRU-01,2026-08-24 08:00:00,150,CRITICAL,2026-08-25 08:00:00,IN_TRANSIT
ORD-0205,CUS-027,PRD-004,PAR-01,BRU-01,2026-08-20 23:00:00,200,STANDARD,2026-08-23 23:00:00,IN_TRANSIT
ORD-0206,CUS-004,PRD-045,PAR-01,MIL-01,2026-08-05 02:00:00,100,STANDARD,2026-08-08 02:00:00,IN_TRANSIT
ORD-0207,CUS-029,PRD-025,MIL-01,PAR-01,2026-08-21 10:00:00,200,CRITICAL,2026-08-22 10:00:00,IN_TRANSIT
ORD-0208,CUS-021,PRD-073,MAD-01,PAR-01,2026-08-08 09:00:00,25,STANDARD,2026-08-11 09:00:00,IN_TRANSIT
ORD-0209,CUS-027,PRD-055,FRA-01,PAR-01,2026-08-26 15:00:00,150,STANDARD,2026-08-29 15:00:00,IN_TRANSIT
ORD-0210,CUS-021,PRD-018,MAD-01,PAR-01,2026-08-01 10:00:00,200,STANDARD,2026-08-04 10:00:00,IN_TRANSIT
ORD-0211,CUS-013,PRD-036,BRU-01,MIL-01,2026-08-28 06:00:00,10,STANDARD,2026-08-31 06:00:00,IN_TRANSIT
ORD-0212,CUS-025,PRD-061,PAR-01,BRU-01,2026-08-05 16:00:00,10,STANDARD,2026-08-08 16:00:00,IN_TRANSIT
ORD-0213,CUS-014,PRD-010,MAD-01,FRA-01,2026-08-30 09:00:00,150,STANDARD,2026-09-02 09:00:00,IN_TRANSIT
ORD-0214,CUS-018,PRD-016,MAD-01,PAR-01,2026-08-09 15:00:00,150,PREMIUM,2026-08-11 15:00:00,IN_TRANSIT
ORD-0215,CUS-028,PRD-064,BRU-01,PAR-01,2026-08-21 01:00:00,150,PREMIUM,2026-08-23 01:00:00,IN_TRANSIT
ORD-0216,CUS-019,PRD-025,MAD-01,MIL-01,2026-08-04 14:00:00,150,PREMIUM,2026-08-06 14:00:00,IN_TRANSIT
ORD-0217,CUS-004,PRD-019,MAD-01,FRA-01,2026-08-25 14:00:00,150,STANDARD,2026-08-28 14:00:00,IN_TRANSIT
ORD-0218,CUS-020,PRD-025,FRA-01,PAR-01,2026-08-14 16:00:00,25,STANDARD,2026-08-17 16:00:00,IN_TRANSIT
ORD-0219,CUS-015,PRD-015,PAR-01,BRU-01,2026-08-21 22:00:00,75,STANDARD,2026-08-24 22:00:00,IN_TRANSIT
ORD-0220,CUS-006,PRD-054,FRA-01,MIL-01,2026-08-17 10:00:00,100,PREMIUM,2026-08-19 10:00:00,IN_TRANSIT
ORD-0221,CUS-021,PRD-051,PAR-01,MAD-01,2026-08-14 11:00:00,25,STANDARD,2026-08-17 11:00:00,IN_TRANSIT
ORD-0222,CUS-028,PRD-039,MAD-01,FRA-01,2026-08-02 14:00:00,25,PREMIUM,2026-08-04 14:00:00,IN_TRANSIT
ORD-0223,CUS-024,PRD-054,PAR-01,FRA-01,2026-08-03 23:00:00,100,STANDARD,2026-08-06 23:00:00,IN_TRANSIT
ORD-0224,CUS-002,PRD-062,FRA-01,MAD-01,2026-08-23 11:00:00,100,STANDARD,2026-08-26 11:00:00,IN_TRANSIT
ORD-0225,CUS-019,PRD-010,FRA-01,PAR-01,2026-08-03 02:00:00,100,PREMIUM,2026-08-05 02:00:00,IN_TRANSIT
ORD-0226,CUS-013,PRD-069,PAR-01,BRU-01,2026-08-07 13:00:00,200,STANDARD,2026-08-10 13:00:00,IN_TRANSIT
ORD-0227,CUS-018,PRD-042,FRA-01,MIL-01,2026-08-13 08:00:00,25,PREMIUM,2026-08-15 08:00:00,IN_TRANSIT
ORD-0228,CUS-026,PRD-016,BRU-01,PAR-01,2026-08-24 02:00:00,25,STANDARD,2026-08-27 02:00:00,IN_TRANSIT
ORD-0229,CUS-021,PRD-064,BRU-01,MAD-01,2026-08-18 18:00:00,75,STANDARD,2026-08-21 18:00:00,IN_TRANSIT
ORD-0230,CUS-006,PRD-030,FRA-01,MAD-01,2026-08-08 15:00:00,100,PREMIUM,2026-08-10 15:00:00,IN_TRANSIT
ORD-0231,CUS-014,PRD-033,MAD-01,FRA-01,2026-08-14 09:00:00,25,STANDARD,2026-08-17 09:00:00,IN_TRANSIT
ORD-0232,CUS-030,PRD-062,BRU-01,MAD-01,2026-08-17 05:00:00,50,STANDARD,2026-08-20 05:00:00,IN_TRANSIT
ORD-0233,CUS-020,PRD-048,FRA-01,MIL-01,2026-08-17 03:00:00,100,STANDARD,2026-08-20 03:00:00,IN_TRANSIT
ORD-0234,CUS-008,PRD-049,BRU-01,MIL-01,2026-08-14 06:00:00,200,STANDARD,2026-08-17 06:00:00,IN_TRANSIT
ORD-0235,CUS-024,PRD-056,PAR-01,BRU-01,2026-08-14 20:00:00,75,STANDARD,2026-08-17 20:00:00,IN_TRANSIT
ORD-0236,CUS-024,PRD-052,MIL-01,BRU-01,2026-08-28 09:00:00,75,STANDARD,2026-08-31 09:00:00,IN_TRANSIT
ORD-0237,CUS-017,PRD-005,PAR-01,BRU-01,2026-08-30 04:00:00,10,CRITICAL,2026-08-31 04:00:00,IN_TRANSIT
ORD-0238,CUS-007,PRD-022,MAD-01,BRU-01,2026-08-03 19:00:00,50,STANDARD,2026-08-06 19:00:00,IN_TRANSIT
ORD-0239,CUS-019,PRD-022,MIL-01,BRU-01,2026-08-24 13:00:00,100,PREMIUM,2026-08-26 13:00:00,IN_TRANSIT
ORD-0240,CUS-008,PRD-050,FRA-01,MIL-01,2026-08-30 03:00:00,50,STANDARD,2026-09-02 03:00:00,IN_TRANSIT
ORD-0241,CUS-030,PRD-050,PAR-01,FRA-01,2026-08-26 04:00:00,25,STANDARD,2026-08-29 04:00:00,IN_TRANSIT
ORD-0242,CUS-002,PRD-058,MAD-01,FRA-01,2026-08-19 01:00:00,50,STANDARD,2026-08-22 01:00:00,IN_TRANSIT
ORD-0243,CUS-027,PRD-058,MAD-01,PAR-01,2026-08-09 23:00:00,50,STANDARD,2026-08-12 23:00:00,IN_TRANSIT
ORD-0244,CUS-029,PRD-001,FRA-01,BRU-01,2026-08-05 10:00:00,25,CRITICAL,2026-08-06 10:00:00,IN_TRANSIT
ORD-0245,CUS-004,PRD-068,PAR-01,MIL-01,2026-08-11 12:00:00,75,STANDARD,2026-08-14 12:00:00,IN_TRANSIT
ORD-0246,CUS-007,PRD-061,FRA-01,MIL-01,2026-08-17 09:00:00,100,STANDARD,2026-08-20 09:00:00,IN_TRANSIT
ORD-0247,CUS-008,PRD-036,FRA-01,MIL-01,2026-08-19 11:00:00,50,STANDARD,2026-08-22 11:00:00,IN_TRANSIT
ORD-0248,CUS-015,PRD-028,BRU-01,MAD-01,2026-08-11 06:00:00,75,STANDARD,2026-08-14 06:00:00,IN_TRANSIT
ORD-0249,CUS-029,PRD-044,PAR-01,FRA-01,2026-08-16 21:00:00,100,CRITICAL,2026-08-17 21:00:00,IN_TRANSIT
ORD-0250,CUS-007,PRD-041,FRA-01,BRU-01,2026-08-29 20:00:00,75,STANDARD,2026-09-01 20:00:00,IN_TRANSIT
ORD-0251,CUS-004,PRD-003,MAD-01,FRA-01,2026-08-17 17:00:00,200,STANDARD,2026-08-20 17:00:00,IN_TRANSIT
ORD-0252,CUS-025,PRD-024,PAR-01,MAD-01,2026-08-26 12:00:00,75,STANDARD,2026-08-29 12:00:00,IN_TRANSIT
ORD-0253,CUS-002,PRD-041,MIL-01,FRA-01,2026-08-09 01:00:00,150,STANDARD,2026-08-12 01:00:00,IN_TRANSIT
ORD-0254,CUS-003,PRD-034,BRU-01,FRA-01,2026-08-16 13:00:00,150,STANDARD,2026-08-19 13:00:00,IN_TRANSIT
ORD-0255,CUS-030,PRD-074,BRU-01,FRA-01,2026-08-02 05:00:00,10,STANDARD,2026-08-05 05:00:00,IN_TRANSIT
ORD-0256,CUS-027,PRD-035,PAR-01,BRU-01,2026-08-27 01:00:00,150,STANDARD,2026-08-30 01:00:00,IN_TRANSIT
ORD-0257,CUS-026,PRD-053,MAD-01,PAR-01,2026-08-03 07:00:00,25,STANDARD,2026-08-06 07:00:00,IN_TRANSIT
ORD-0258,CUS-007,PRD-010,FRA-01,BRU-01,2026-08-15 15:00:00,25,STANDARD,2026-08-18 15:00:00,IN_TRANSIT
ORD-0259,CUS-030,PRD-034,MIL-01,BRU-01,2026-08-02 23:00:00,150,STANDARD,2026-08-05 23:00:00,IN_TRANSIT
ORD-0260,CUS-023,PRD-040,MAD-01,PAR-01,2026-08-14 02:00:00,150,PREMIUM,2026-08-16 02:00:00,IN_TRANSIT
ORD-0261,CUS-018,PRD-020,MIL-01,MAD-01,2026-08-13 10:00:00,50,PREMIUM,2026-08-15 10:00:00,IN_TRANSIT
ORD-0262,CUS-013,PRD-065,MIL-01,PAR-01,2026-08-08 04:00:00,100,STANDARD,2026-08-11 04:00:00,IN_TRANSIT
ORD-0263,CUS-022,PRD-004,MIL-01,PAR-01,2026-08-16 05:00:00,50,STANDARD,2026-08-19 05:00:00,IN_TRANSIT
ORD-0264,CUS-005,PRD-016,FRA-01,MAD-01,2026-08-03 07:00:00,200,STANDARD,2026-08-06 07:00:00,IN_TRANSIT
ORD-0265,CUS-004,PRD-034,FRA-01,MAD-01,2026-08-13 17:00:00,50,STANDARD,2026-08-16 17:00:00,IN_TRANSIT
ORD-0266,CUS-030,PRD-060,MIL-01,FRA-01,2026-08-05 07:00:00,100,STANDARD,2026-08-08 07:00:00,IN_TRANSIT
ORD-0267,CUS-007,PRD-060,MIL-01,BRU-01,2026-08-28 18:00:00,100,STANDARD,2026-08-31 18:00:00,IN_TRANSIT
ORD-0268,CUS-025,PRD-004,BRU-01,PAR-01,2026-08-21 05:00:00,25,STANDARD,2026-08-24 05:00:00,IN_TRANSIT
ORD-0269,CUS-008,PRD-026,MIL-01,FRA-01,2026-08-15 00:00:00,25,STANDARD,2026-08-18 00:00:00,IN_TRANSIT
ORD-0270,CUS-018,PRD-034,MIL-01,PAR-01,2026-08-13 12:00:00,150,PREMIUM,2026-08-15 12:00:00,IN_TRANSIT
ORD-0271,CUS-007,PRD-039,MAD-01,MIL-01,2026-08-29 17:00:00,75,STANDARD,2026-09-01 17:00:00,IN_TRANSIT
ORD-0272,CUS-024,PRD-050,BRU-01,MAD-01,2026-08-25 01:00:00,200,STANDARD,2026-08-28 01:00:00,IN_TRANSIT
ORD-0273,CUS-022,PRD-012,MIL-01,PAR-01,2026-08-16 02:00:00,75,STANDARD,2026-08-19 02:00:00,IN_TRANSIT
ORD-0274,CUS-011,PRD-034,MAD-01,BRU-01,2026-08-10 20:00:00,10,STANDARD,2026-08-13 20:00:00,IN_TRANSIT
ORD-0275,CUS-025,PRD-029,MAD-01,MIL-01,2026-08-02 05:00:00,75,STANDARD,2026-08-05 05:00:00,IN_TRANSIT
ORD-0276,CUS-014,PRD-013,FRA-01,BRU-01,2026-08-28 13:00:00,25,STANDARD,2026-08-31 13:00:00,IN_TRANSIT
ORD-0277,CUS-022,PRD-062,BRU-01,PAR-01,2026-08-08 07:00:00,200,STANDARD,2026-08-11 07:00:00,IN_TRANSIT
ORD-0278,CUS-022,PRD-072,MAD-01,PAR-01,2026-08-19 23:00:00,25,STANDARD,2026-08-22 23:00:00,IN_TRANSIT
ORD-0279,CUS-019,PRD-036,PAR-01,FRA-01,2026-08-06 19:00:00,75,PREMIUM,2026-08-08 19:00:00,IN_TRANSIT
ORD-0280,CUS-030,PRD-058,MAD-01,FRA-01,2026-08-22 16:00:00,75,STANDARD,2026-08-25 16:00:00,IN_TRANSIT
ORD-0281,CUS-018,PRD-019,PAR-01,BRU-01,2026-08-09 01:00:00,25,PREMIUM,2026-08-11 01:00:00,IN_TRANSIT
ORD-0282,CUS-029,PRD-018,MAD-01,MIL-01,2026-08-26 14:00:00,100,CRITICAL,2026-08-27 14:00:00,IN_TRANSIT
ORD-0283,CUS-017,PRD-051,FRA-01,MIL-01,2026-08-13 04:00:00,100,CRITICAL,2026-08-14 04:00:00,IN_TRANSIT
ORD-0284,CUS-008,PRD-032,MIL-01,MAD-01,2026-08-19 09:00:00,10,STANDARD,2026-08-22 09:00:00,IN_TRANSIT
ORD-0285,CUS-003,PRD-051,MIL-01,BRU-01,2026-08-23 07:00:00,75,STANDARD,2026-08-26 07:00:00,IN_TRANSIT
ORD-0286,CUS-001,PRD-062,MAD-01,BRU-01,2026-08-28 22:00:00,150,CRITICAL,2026-08-29 22:00:00,IN_TRANSIT
ORD-0287,CUS-025,PRD-003,BRU-01,FRA-01,2026-08-16 22:00:00,150,STANDARD,2026-08-19 22:00:00,IN_TRANSIT
ORD-0288,CUS-004,PRD-053,MIL-01,MAD-01,2026-08-12 02:00:00,75,STANDARD,2026-08-15 02:00:00,IN_TRANSIT
ORD-0289,CUS-005,PRD-044,FRA-01,MAD-01,2026-08-10 03:00:00,100,STANDARD,2026-08-13 03:00:00,IN_TRANSIT
ORD-0290,CUS-027,PRD-062,PAR-01,MAD-01,2026-08-12 12:00:00,50,STANDARD,2026-08-15 12:00:00,IN_TRANSIT
ORD-0291,CUS-022,PRD-070,FRA-01,BRU-01,2026-08-26 10:00:00,75,STANDARD,2026-08-29 10:00:00,IN_TRANSIT
ORD-0292,CUS-021,PRD-053,FRA-01,PAR-01,2026-08-01 15:00:00,50,STANDARD,2026-08-04 15:00:00,IN_TRANSIT
ORD-0293,CUS-016,PRD-036,MAD-01,MIL-01,2026-08-19 20:00:00,100,STANDARD,2026-08-22 20:00:00,IN_TRANSIT
ORD-0294,CUS-030,PRD-055,BRU-01,PAR-01,2026-08-01 06:00:00,50,STANDARD,2026-08-04 06:00:00,IN_TRANSIT
ORD-0295,CUS-015,PRD-006,BRU-01,PAR-01,2026-08-08 18:00:00,10,STANDARD,2026-08-11 18:00:00,IN_TRANSIT
ORD-0296,CUS-003,PRD-015,MIL-01,MAD-01,2026-08-21 17:00:00,75,STANDARD,2026-08-24 17:00:00,IN_TRANSIT
ORD-0297,CUS-004,PRD-073,FRA-01,BRU-01,2026-08-05 06:00:00,100,STANDARD,2026-08-08 06:00:00,IN_TRANSIT
ORD-0298,CUS-015,PRD-039,FRA-01,PAR-01,2026-08-13 11:00:00,25,STANDARD,2026-08-16 11:00:00,IN_TRANSIT
ORD-0299,CUS-019,PRD-042,PAR-01,MIL-01,2026-08-16 18:00:00,100,PREMIUM,2026-08-18 18:00:00,IN_TRANSIT
ORD-0300,CUS-011,PRD-011,MIL-01,MAD-01,2026-08-25 01:00:00,100,STANDARD,2026-08-28 01:00:00,IN_TRANSIT
ORD-0301,CUS-006,PRD-046,MAD-01,BRU-01,2026-08-30 13:00:00,150,PREMIUM,2026-09-01 13:00:00,IN_TRANSIT
ORD-0302,CUS-020,PRD-047,MIL-01,MAD-01,2026-08-16 10:00:00,150,STANDARD,2026-08-19 10:00:00,IN_TRANSIT
ORD-0303,CUS-027,PRD-031,BRU-01,MAD-01,2026-08-19 16:00:00,150,STANDARD,2026-08-22 16:00:00,IN_TRANSIT
ORD-0304,CUS-030,PRD-031,FRA-01,MAD-01,2026-08-03 05:00:00,10,STANDARD,2026-08-06 05:00:00,IN_TRANSIT
ORD-0305,CUS-002,PRD-006,FRA-01,MIL-01,2026-08-25 06:00:00,75,STANDARD,2026-08-28 06:00:00,IN_TRANSIT
ORD-0306,CUS-026,PRD-065,MIL-01,FRA-01,2026-08-29 20:00:00,100,STANDARD,2026-09-01 20:00:00,IN_TRANSIT
ORD-0307,CUS-022,PRD-045,FRA-01,MAD-01,2026-08-04 05:00:00,200,STANDARD,2026-08-07 05:00:00,IN_TRANSIT
ORD-0308,CUS-029,PRD-007,PAR-01,FRA-01,2026-08-25 15:00:00,150,CRITICAL,2026-08-26 15:00:00,IN_TRANSIT
ORD-0309,CUS-029,PRD-029,MAD-01,FRA-01,2026-08-20 02:00:00,50,CRITICAL,2026-08-21 02:00:00,IN_TRANSIT
ORD-0310,CUS-028,PRD-071,PAR-01,BRU-01,2026-08-09 22:00:00,10,PREMIUM,2026-08-11 22:00:00,IN_TRANSIT
ORD-0311,CUS-016,PRD-026,FRA-01,MAD-01,2026-08-29 21:00:00,75,STANDARD,2026-09-01 21:00:00,IN_TRANSIT
ORD-0312,CUS-005,PRD-015,MAD-01,MIL-01,2026-08-26 19:00:00,75,STANDARD,2026-08-29 19:00:00,IN_TRANSIT
ORD-0313,CUS-005,PRD-068,BRU-01,MAD-01,2026-08-08 06:00:00,50,STANDARD,2026-08-11 06:00:00,IN_TRANSIT
ORD-0314,CUS-026,PRD-023,PAR-01,MAD-01,2026-08-20 11:00:00,10,STANDARD,2026-08-23 11:00:00,IN_TRANSIT
ORD-0315,CUS-030,PRD-017,BRU-01,MIL-01,2026-08-17 05:00:00,150,STANDARD,2026-08-20 05:00:00,IN_TRANSIT
ORD-0316,CUS-001,PRD-034,BRU-01,MAD-01,2026-08-14 08:00:00,150,CRITICAL,2026-08-15 08:00:00,IN_TRANSIT
ORD-0317,CUS-020,PRD-038,BRU-01,PAR-01,2026-08-02 15:00:00,50,STANDARD,2026-08-05 15:00:00,IN_TRANSIT
ORD-0318,CUS-014,PRD-041,MAD-01,PAR-01,2026-08-12 01:00:00,10,STANDARD,2026-08-15 01:00:00,IN_TRANSIT
ORD-0319,CUS-002,PRD-007,MAD-01,FRA-01,2026-08-23 21:00:00,100,STANDARD,2026-08-26 21:00:00,IN_TRANSIT
ORD-0320,CUS-029,PRD-042,MIL-01,MAD-01,2026-08-01 05:00:00,200,CRITICAL,2026-08-02 05:00:00,IN_TRANSIT
ORD-0321,CUS-005,PRD-075,MIL-01,FRA-01,2026-08-12 19:00:00,150,STANDARD,2026-08-15 19:00:00,IN_TRANSIT
ORD-0322,CUS-011,PRD-073,BRU-01,PAR-01,2026-08-28 05:00:00,25,STANDARD,2026-08-31 05:00:00,IN_TRANSIT
ORD-0323,CUS-028,PRD-073,PAR-01,MIL-01,2026-08-08 00:00:00,200,PREMIUM,2026-08-10 00:00:00,IN_TRANSIT
ORD-0324,CUS-014,PRD-048,FRA-01,PAR-01,2026-08-29 13:00:00,75,STANDARD,2026-09-01 13:00:00,IN_TRANSIT
ORD-0325,CUS-005,PRD-002,BRU-01,MIL-01,2026-08-16 22:00:00,10,STANDARD,2026-08-19 22:00:00,IN_TRANSIT
ORD-0326,CUS-016,PRD-027,MIL-01,BRU-01,2026-08-21 23:00:00,200,STANDARD,2026-08-24 23:00:00,IN_TRANSIT
ORD-0327,CUS-001,PRD-015,MIL-01,FRA-01,2026-08-08 15:00:00,25,CRITICAL,2026-08-09 15:00:00,IN_TRANSIT
ORD-0328,CUS-005,PRD-025,FRA-01,MAD-01,2026-08-16 17:00:00,50,STANDARD,2026-08-19 17:00:00,IN_TRANSIT
ORD-0329,CUS-028,PRD-020,MIL-01,MAD-01,2026-08-28 01:00:00,50,PREMIUM,2026-08-30 01:00:00,IN_TRANSIT
ORD-0330,CUS-004,PRD-007,MIL-01,FRA-01,2026-08-14 11:00:00,50,STANDARD,2026-08-17 11:00:00,IN_TRANSIT
ORD-0331,CUS-008,PRD-049,PAR-01,FRA-01,2026-08-17 11:00:00,200,STANDARD,2026-08-20 11:00:00,IN_TRANSIT
ORD-0332,CUS-010,PRD-009,MAD-01,PAR-01,2026-08-21 09:00:00,10,STANDARD,2026-08-24 09:00:00,IN_TRANSIT
ORD-0333,CUS-006,PRD-024,MIL-01,BRU-01,2026-08-14 11:00:00,150,PREMIUM,2026-08-16 11:00:00,IN_TRANSIT
ORD-0334,CUS-027,PRD-018,FRA-01,MAD-01,2026-08-17 00:00:00,200,STANDARD,2026-08-20 00:00:00,IN_TRANSIT
ORD-0335,CUS-019,PRD-017,MIL-01,BRU-01,2026-08-24 06:00:00,50,PREMIUM,2026-08-26 06:00:00,IN_TRANSIT
ORD-0336,CUS-012,PRD-056,FRA-01,PAR-01,2026-08-04 13:00:00,100,STANDARD,2026-08-07 13:00:00,IN_TRANSIT
ORD-0337,CUS-002,PRD-060,PAR-01,MAD-01,2026-08-26 16:00:00,100,STANDARD,2026-08-29 16:00:00,IN_TRANSIT
ORD-0338,CUS-022,PRD-050,MIL-01,FRA-01,2026-08-02 19:00:00,50,STANDARD,2026-08-05 19:00:00,IN_TRANSIT
ORD-0339,CUS-008,PRD-048,FRA-01,MAD-01,2026-08-07 14:00:00,75,STANDARD,2026-08-10 14:00:00,IN_TRANSIT
ORD-0340,CUS-022,PRD-074,BRU-01,PAR-01,2026-08-04 02:00:00,50,STANDARD,2026-08-07 02:00:00,IN_TRANSIT
ORD-0341,CUS-017,PRD-005,PAR-01,BRU-01,2026-08-11 12:00:00,25,CRITICAL,2026-08-12 12:00:00,IN_TRANSIT
ORD-0342,CUS-024,PRD-026,FRA-01,PAR-01,2026-08-10 01:00:00,75,STANDARD,2026-08-13 01:00:00,IN_TRANSIT
ORD-0343,CUS-003,PRD-040,MAD-01,FRA-01,2026-08-27 10:00:00,50,STANDARD,2026-08-30 10:00:00,IN_TRANSIT
ORD-0344,CUS-004,PRD-002,FRA-01,BRU-01,2026-08-27 14:00:00,200,STANDARD,2026-08-30 14:00:00,IN_TRANSIT
ORD-0345,CUS-022,PRD-067,MAD-01,MIL-01,2026-08-16 02:00:00,75,STANDARD,2026-08-19 02:00:00,IN_TRANSIT
ORD-0346,CUS-002,PRD-034,MAD-01,BRU-01,2026-08-11 09:00:00,200,STANDARD,2026-08-14 09:00:00,IN_TRANSIT
ORD-0347,CUS-017,PRD-047,BRU-01,PAR-01,2026-08-17 19:00:00,50,CRITICAL,2026-08-18 19:00:00,IN_TRANSIT
ORD-0348,CUS-027,PRD-066,MAD-01,MIL-01,2026-08-10 04:00:00,75,STANDARD,2026-08-13 04:00:00,IN_TRANSIT
ORD-0349,CUS-008,PRD-074,MAD-01,FRA-01,2026-08-07 11:00:00,100,STANDARD,2026-08-10 11:00:00,IN_TRANSIT
ORD-0350,CUS-019,PRD-044,MIL-01,FRA-01,2026-08-01 18:00:00,50,PREMIUM,2026-08-03 18:00:00,IN_TRANSIT
ORD-0351,CUS-018,PRD-023,MAD-01,PAR-01,2026-08-09 23:00:00,50,PREMIUM,2026-08-11 23:00:00,IN_TRANSIT
ORD-0352,CUS-021,PRD-054,PAR-01,BRU-01,2026-08-11 09:00:00,200,STANDARD,2026-08-14 09:00:00,IN_TRANSIT
ORD-0353,CUS-010,PRD-066,PAR-01,FRA-01,2026-08-02 19:00:00,75,STANDARD,2026-08-05 19:00:00,IN_TRANSIT
ORD-0354,CUS-009,PRD-047,BRU-01,MAD-01,2026-08-18 13:00:00,150,PREMIUM,2026-08-20 13:00:00,IN_TRANSIT
ORD-0355,CUS-023,PRD-034,MIL-01,BRU-01,2026-08-26 19:00:00,75,PREMIUM,2026-08-28 19:00:00,IN_TRANSIT
ORD-0356,CUS-016,PRD-056,MAD-01,MIL-01,2026-08-18 16:00:00,100,STANDARD,2026-08-21 16:00:00,IN_TRANSIT
ORD-0357,CUS-011,PRD-067,BRU-01,MAD-01,2026-08-21 03:00:00,200,STANDARD,2026-08-24 03:00:00,IN_TRANSIT
ORD-0358,CUS-011,PRD-007,BRU-01,MAD-01,2026-08-15 02:00:00,25,STANDARD,2026-08-18 02:00:00,IN_TRANSIT
ORD-0359,CUS-004,PRD-072,PAR-01,MIL-01,2026-08-10 14:00:00,10,STANDARD,2026-08-13 14:00:00,IN_TRANSIT
ORD-0360,CUS-013,PRD-035,FRA-01,MIL-01,2026-08-10 13:00:00,200,STANDARD,2026-08-13 13:00:00,IN_TRANSIT
ORD-0361,CUS-004,PRD-072,MIL-01,FRA-01,2026-08-29 00:00:00,75,STANDARD,2026-09-01 00:00:00,IN_TRANSIT
ORD-0362,CUS-027,PRD-037,PAR-01,BRU-01,2026-08-29 03:00:00,200,STANDARD,2026-09-01 03:00:00,IN_TRANSIT
ORD-0363,CUS-011,PRD-074,MIL-01,PAR-01,2026-08-09 19:00:00,10,STANDARD,2026-08-12 19:00:00,IN_TRANSIT
ORD-0364,CUS-016,PRD-006,PAR-01,BRU-01,2026-08-18 03:00:00,10,STANDARD,2026-08-21 03:00:00,IN_TRANSIT
ORD-0365,CUS-001,PRD-029,MAD-01,BRU-01,2026-08-08 21:00:00,75,CRITICAL,2026-08-09 21:00:00,IN_TRANSIT
ORD-0366,CUS-016,PRD-024,MIL-01,BRU-01,2026-08-02 10:00:00,10,STANDARD,2026-08-05 10:00:00,IN_TRANSIT
ORD-0367,CUS-011,PRD-020,MAD-01,PAR-01,2026-08-20 01:00:00,50,STANDARD,2026-08-23 01:00:00,IN_TRANSIT
ORD-0368,CUS-021,PRD-074,MIL-01,PAR-01,2026-08-27 22:00:00,100,STANDARD,2026-08-30 22:00:00,IN_TRANSIT
ORD-0369,CUS-022,PRD-037,FRA-01,PAR-01,2026-08-30 07:00:00,50,STANDARD,2026-09-02 07:00:00,IN_TRANSIT
