shipment_id,order_id,carrier_id,route_id,origin_warehouse_id,destination_warehouse_id,departure_time,original_eta,current_eta,shipment_status,quantity_units,transport_cost_eur
SHP-0152,ORD-0152,CAR-005,R-001,MAD-01,FRA-01,2026-08-10 16:00:00,2026-08-10 19:48:00,2026-08-10 19:48:00,IN_TRANSIT,75,307.4
SHP-0153,ORD-0153,CAR-005,R-011,MAD-01,MIL-01,2026-08-26 00:00:00,2026-08-26 16:00:00,2026-08-26 16:00:00,IN_TRANSIT,75,1285.24
SHP-0154,ORD-0154,CAR-003,R-007,MIL-01,BRU-01,2026-08-21 14:00:00,2026-08-21 21:06:00,2026-08-21 21:06:00,IN_TRANSIT,100,469.96
SHP-0155,ORD-0155,CAR-001,R-005,BRU-01,FRA-01,2026-08-02 20:00:00,2026-08-03 00:48:00,2026-08-03 00:48:00,IN_TRANSIT,10,351.75
SHP-0156,ORD-0156,CAR-001,R-006,FRA-01,BRU-01,2026-08-05 22:00:00,2026-08-06 02:48:00,2026-08-06 02:48:00,IN_TRANSIT,50,351.75
SHP-0157,ORD-0157,CAR-005,R-009,MIL-01,PAR-01,2026-08-11 03:00:00,2026-08-11 10:24:00,2026-08-11 10:24:00,IN_TRANSIT,50,594.78
SHP-0158,ORD-0158,CAR-004,R-006,FRA-01,BRU-01,2026-08-23 02:00:00,2026-08-23 06:48:00,2026-08-23 06:48:00,IN_TRANSIT,50,469.0
SHP-0159,ORD-0159,CAR-003,R-006,FRA-01,BRU-01,2026-08-06 11:00:00,2026-08-06 15:48:00,2026-08-06 15:48:00,IN_TRANSIT,100,318.25
SHP-0160,ORD-0160,CAR-003,R-005,BRU-01,FRA-01,2026-08-24 18:00:00,2026-08-24 22:48:00,2026-08-24 22:48:00,IN_TRANSIT,200,318.25
SHP-0161,ORD-0161,CAR-003,R-010,MIL-01,MAD-01,2026-08-26 15:00:00,2026-08-27 07:00:00,2026-08-27 07:00:00,IN_TRANSIT,75,1061.72
SHP-0162,ORD-0162,CAR-002,R-010,MIL-01,BRU-01,2026-08-14 19:00:00,2026-08-15 11:00:00,2026-08-15 11:00:00,IN_TRANSIT,75,1508.76
SHP-0163,ORD-0163,CAR-003,R-011,MAD-01,MIL-01,2026-08-15 16:00:00,2026-08-16 08:00:00,2026-08-16 08:00:00,IN_TRANSIT,100,1061.72
SHP-0164,ORD-0164,CAR-003,R-001,BRU-01,MAD-01,2026-08-17 14:00:00,2026-08-17 17:48:00,2026-08-17 17:48:00,IN_TRANSIT,75,253.94
SHP-0165,ORD-0165,CAR-002,R-009,MIL-01,FRA-01,2026-08-03 04:00:00,2026-08-03 11:24:00,2026-08-03 11:24:00,IN_TRANSIT,50,698.22
SHP-0166,ORD-0166,CAR-001,R-011,PAR-01,MIL-01,2026-08-02 01:00:00,2026-08-02 17:00:00,2026-08-02 17:00:00,IN_TRANSIT,25,1173.48
SHP-0167,ORD-0167,CAR-002,R-008,FRA-01,MIL-01,2026-08-16 02:00:00,2026-08-16 09:24:00,2026-08-16 09:24:00,IN_TRANSIT,200,698.22
SHP-0168,ORD-0168,CAR-001,R-012,MAD-01,PAR-01,2026-08-29 13:00:00,2026-08-30 03:54:00,2026-08-30 03:54:00,IN_TRANSIT,100,1093.16
SHP-0169,ORD-0169,CAR-003,R-010,MIL-01,PAR-01,2026-08-19 15:00:00,2026-08-20 07:00:00,2026-08-20 07:00:00,IN_TRANSIT,150,1061.72
SHP-0170,ORD-0170,CAR-003,R-007,FRA-01,PAR-01,2026-08-16 16:00:00,2026-08-16 23:06:00,2026-08-16 23:06:00,IN_TRANSIT,200,469.96
SHP-0171,ORD-0171,CAR-001,R-007,MIL-01,PAR-01,2026-08-29 19:00:00,2026-08-30 02:06:00,2026-08-30 02:06:00,IN_TRANSIT,200,519.44
SHP-0172,ORD-0172,CAR-003,R-003,PAR-01,MAD-01,2026-08-13 04:00:00,2026-08-13 18:54:00,2026-08-13 18:54:00,IN_TRANSIT,100,989.04
SHP-0173,ORD-0173,CAR-003,R-009,FRA-01,MAD-01,2026-08-30 21:00:00,2026-08-31 04:24:00,2026-08-31 04:24:00,IN_TRANSIT,150,491.34
SHP-0174,ORD-0174,CAR-002,R-011,MAD-01,MIL-01,2026-08-03 16:00:00,2026-08-04 08:00:00,2026-08-04 08:00:00,IN_TRANSIT,25,1508.76
SHP-0175,ORD-0175,CAR-001,R-009,MIL-01,FRA-01,2026-08-02 12:00:00,2026-08-02 19:24:00,2026-08-02 19:24:00,IN_TRANSIT,10,543.06
SHP-0176,ORD-0176,CAR-006,R-008,FRA-01,MIL-01,2026-08-06 00:00:00,2026-08-06 07:24:00,2026-08-06 07:24:00,IN_TRANSIT,25,465.48
SHP-0177,ORD-0177,CAR-005,R-011,PAR-01,MIL-01,2026-08-01 05:00:00,2026-08-01 21:00:00,2026-08-01 21:00:00,IN_TRANSIT,100,1285.24
SHP-0178,ORD-0178,CAR-006,R-006,FRA-01,BRU-01,2026-08-21 09:00:00,2026-08-21 13:48:00,2026-08-21 13:48:00,IN_TRANSIT,75,301.5
SHP-0179,ORD-0179,CAR-001,R-010,MIL-01,MAD-01,2026-08-28 14:00:00,2026-08-29 06:00:00,2026-08-29 06:00:00,IN_TRANSIT,150,1173.48
SHP-0180,ORD-0180,CAR-002,R-006,FRA-01,BRU-01,2026-08-08 01:00:00,2026-08-08 05:48:00,2026-08-08 05:48:00,IN_TRANSIT,100,452.25
SHP-0181,ORD-0181,CAR-005,R-003,PAR-01,MAD-01,2026-08-26 08:00:00,2026-08-26 22:54:00,2026-08-26 22:54:00,IN_TRANSIT,10,1197.26
SHP-0182,ORD-0182,CAR-001,R-009,MIL-01,PAR-01,2026-08-22 15:00:00,2026-08-22 22:24:00,2026-08-22 22:24:00,IN_TRANSIT,10,543.06
SHP-0183,ORD-0183,CAR-003,R-008,FRA-01,MIL-01,2026-08-22 20:00:00,2026-08-23 03:24:00,2026-08-23 03:24:00,IN_TRANSIT,50,491.34
SHP-0184,ORD-0184,CAR-001,R-011,MAD-01,MIL-01,2026-08-07 05:00:00,2026-08-07 21:00:00,2026-08-07 21:00:00,IN_TRANSIT,100,1173.48
SHP-0185,ORD-0185,CAR-004,R-010,MIL-01,BRU-01,2026-08-23 03:00:00,2026-08-23 19:00:00,2026-08-23 19:00:00,IN_TRANSIT,200,1564.64
SHP-0186,ORD-0186,CAR-002,R-011,MAD-01,MIL-01,2026-08-20 00:00:00,2026-08-20 16:00:00,2026-08-20 16:00:00,IN_TRANSIT,25,1508.76
SHP-0187,ORD-0187,CAR-002,R-005,MIL-01,BRU-01,2026-08-16 23:00:00,2026-08-17 03:48:00,2026-08-17 03:48:00,IN_TRANSIT,50,452.25
SHP-0188,ORD-0188,CAR-002,R-004,BRU-01,PAR-01,2026-08-29 20:00:00,2026-08-29 23:48:00,2026-08-29 23:48:00,IN_TRANSIT,25,360.86
SHP-0189,ORD-0189,CAR-006,R-003,PAR-01,MAD-01,2026-08-17 15:00:00,2026-08-18 05:54:00,2026-08-18 05:54:00,IN_TRANSIT,75,936.99
SHP-0190,ORD-0190,CAR-001,R-007,MIL-01,BRU-01,2026-08-04 20:00:00,2026-08-05 03:06:00,2026-08-05 03:06:00,IN_TRANSIT,150,519.44
SHP-0191,ORD-0191,CAR-004,R-003,PAR-01,MIL-01,2026-08-29 11:00:00,2026-08-30 01:54:00,2026-08-30 01:54:00,IN_TRANSIT,200,1457.54
SHP-0192,ORD-0192,CAR-004,R-012,BRU-01,MAD-01,2026-08-19 09:00:00,2026-08-19 23:54:00,2026-08-19 23:54:00,IN_TRANSIT,75,1457.54
SHP-0193,ORD-0193,CAR-006,R-002,PAR-01,FRA-01,2026-08-20 13:00:00,2026-08-20 20:06:00,2026-08-20 20:06:00,IN_TRANSIT,200,445.23
SHP-0194,ORD-0194,CAR-001,R-004,PAR-01,MIL-01,2026-08-26 09:00:00,2026-08-26 12:48:00,2026-08-26 12:48:00,IN_TRANSIT,200,280.67
SHP-0195,ORD-0195,CAR-004,R-007,FRA-01,PAR-01,2026-08-09 03:00:00,2026-08-09 10:06:00,2026-08-09 10:06:00,IN_TRANSIT,150,692.58
SHP-0196,ORD-0196,CAR-002,R-010,MAD-01,FRA-01,2026-08-04 16:00:00,2026-08-05 08:00:00,2026-08-05 08:00:00,IN_TRANSIT,10,1508.76
SHP-0197,ORD-0197,CAR-001,R-008,FRA-01,MIL-01,2026-08-01 23:00:00,2026-08-02 06:24:00,2026-08-02 06:24:00,IN_TRANSIT,100,543.06
SHP-0198,ORD-0198,CAR-003,R-007,FRA-01,PAR-01,2026-08-03 20:00:00,2026-08-04 03:06:00,2026-08-04 03:06:00,IN_TRANSIT,75,469.96
SHP-0199,ORD-0199,CAR-002,R-010,MIL-01,MAD-01,2026-08-13 22:00:00,2026-08-14 14:00:00,2026-08-14 14:00:00,IN_TRANSIT,50,1508.76
SHP-0200,ORD-0200,CAR-006,R-011,MAD-01,BRU-01,2026-08-10 11:00:00,2026-08-11 03:00:00,2026-08-11 03:00:00,IN_TRANSIT,75,1005.84
SHP-0201,ORD-0201,CAR-004,R-002,PAR-01,FRA-01,2026-08-16 11:00:00,2026-08-16 18:06:00,2026-08-16 18:06:00,IN_TRANSIT,200,692.58
SHP-0202,ORD-0202,CAR-004,R-010,MIL-01,MAD-01,2026-08-17 08:00:00,2026-08-18 00:00:00,2026-08-18 00:00:00,IN_TRANSIT,10,1564.64
SHP-0203,ORD-0203,CAR-002,R-010,BRU-01,MAD-01,2026-08-02 07:00:00,2026-08-02 23:00:00,2026-08-02 23:00:00,IN_TRANSIT,200,1508.76
SHP-0204,ORD-0204,CAR-004,R-011,MIL-01,BRU-01,2026-08-24 08:00:00,2026-08-25 00:00:00,2026-08-25 00:00:00,IN_TRANSIT,150,1564.64
SHP-0205,ORD-0205,CAR-005,R-001,PAR-01,BRU-01,2026-08-20 23:00:00,2026-08-21 02:48:00,2026-08-21 02:48:00,IN_TRANSIT,200,307.4
SHP-0206,ORD-0206,CAR-003,R-003,PAR-01,MIL-01,2026-08-05 02:00:00,2026-08-05 16:54:00,2026-08-05 16:54:00,IN_TRANSIT,100,989.04
SHP-0207,ORD-0207,CAR-005,R-010,MIL-01,PAR-01,2026-08-21 10:00:00,2026-08-22 02:00:00,2026-08-22 02:00:00,IN_TRANSIT,200,1285.24
SHP-0208,ORD-0208,CAR-002,R-012,MAD-01,PAR-01,2026-08-08 09:00:00,2026-08-08 23:54:00,2026-08-08 23:54:00,IN_TRANSIT,25,1405.48
SHP-0209,ORD-0209,CAR-006,R-007,FRA-01,PAR-01,2026-08-26 15:00:00,2026-08-26 22:06:00,2026-08-26 22:06:00,IN_TRANSIT,150,445.23
SHP-0210,ORD-0210,CAR-003,R-012,MAD-01,PAR-01,2026-08-01 10:00:00,2026-08-02 00:54:00,2026-08-02 00:54:00,IN_TRANSIT,200,989.04
SHP-0211,ORD-0211,CAR-003,R-004,BRU-01,MIL-01,2026-08-28 06:00:00,2026-08-28 09:48:00,2026-08-28 09:48:00,IN_TRANSIT,10,253.94
SHP-0212,ORD-0212,CAR-001,R-001,PAR-01,BRU-01,2026-08-05 16:00:00,2026-08-05 19:48:00,2026-08-05 19:48:00,IN_TRANSIT,10,280.67
SHP-0213,ORD-0213,CAR-006,R-012,MAD-01,FRA-01,2026-08-30 09:00:00,2026-08-30 23:54:00,2026-08-30 23:54:00,IN_TRANSIT,150,936.99
SHP-0214,ORD-0214,CAR-002,R-012,MAD-01,PAR-01,2026-08-09 15:00:00,2026-08-10 05:54:00,2026-08-10 05:54:00,IN_TRANSIT,150,1405.48
SHP-0215,ORD-0215,CAR-006,R-004,BRU-01,PAR-01,2026-08-21 01:00:00,2026-08-21 04:48:00,2026-08-21 04:48:00,IN_TRANSIT,150,240.57
SHP-0216,ORD-0216,CAR-006,R-011,MAD-01,MIL-01,2026-08-04 14:00:00,2026-08-05 06:00:00,2026-08-05 06:00:00,IN_TRANSIT,150,1005.84
SHP-0217,ORD-0217,CAR-005,R-003,MAD-01,FRA-01,2026-08-25 14:00:00,2026-08-26 04:54:00,2026-08-26 04:54:00,IN_TRANSIT,150,1197.26
SHP-0218,ORD-0218,CAR-001,R-007,FRA-01,PAR-01,2026-08-14 16:00:00,2026-08-14 23:06:00,2026-08-14 23:06:00,IN_TRANSIT,25,519.44
SHP-0219,ORD-0219,CAR-001,R-001,PAR-01,BRU-01,2026-08-21 22:00:00,2026-08-22 01:48:00,2026-08-22 01:48:00,IN_TRANSIT,75,280.67
SHP-0220,ORD-0220,CAR-005,R-008,FRA-01,MIL-01,2026-08-17 10:00:00,2026-08-17 17:24:00,2026-08-17 17:24:00,IN_TRANSIT,100,594.78
SHP-0221,ORD-0221,CAR-001,R-003,PAR-01,MAD-01,2026-08-14 11:00:00,2026-08-15 01:54:00,2026-08-15 01:54:00,IN_TRANSIT,25,1093.16
SHP-0222,ORD-0222,CAR-002,R-010,MAD-01,FRA-01,2026-08-02 14:00:00,2026-08-03 06:00:00,2026-08-03 06:00:00,IN_TRANSIT,25,1508.76
SHP-0223,ORD-0223,CAR-001,R-002,PAR-01,FRA-01,2026-08-03 23:00:00,2026-08-04 06:06:00,2026-08-04 06:06:00,IN_TRANSIT,100,519.44
SHP-0224,ORD-0224,CAR-005,R-002,FRA-01,MAD-01,2026-08-23 11:00:00,2026-08-23 18:06:00,2026-08-23 18:06:00,IN_TRANSIT,100,568.9
SHP-0225,ORD-0225,CAR-003,R-007,FRA-01,PAR-01,2026-08-03 02:00:00,2026-08-03 09:06:00,2026-08-03 09:06:00,IN_TRANSIT,100,469.96
SHP-0226,ORD-0226,CAR-004,R-001,PAR-01,BRU-01,2026-08-07 13:00:00,2026-08-07 16:48:00,2026-08-07 16:48:00,IN_TRANSIT,200,374.22
SHP-0227,ORD-0227,CAR-003,R-008,FRA-01,MIL-01,2026-08-13 08:00:00,2026-08-13 15:24:00,2026-08-13 15:24:00,IN_TRANSIT,25,491.34
SHP-0228,ORD-0228,CAR-003,R-004,BRU-01,PAR-01,2026-08-24 02:00:00,2026-08-24 05:48:00,2026-08-24 05:48:00,IN_TRANSIT,25,253.94
SHP-0229,ORD-0229,CAR-006,R-007,BRU-01,MAD-01,2026-08-18 18:00:00,2026-08-19 01:06:00,2026-08-19 01:06:00,IN_TRANSIT,75,445.23
SHP-0230,ORD-0230,CAR-002,R-011,FRA-01,MAD-01,2026-08-08 15:00:00,2026-08-09 07:00:00,2026-08-09 07:00:00,IN_TRANSIT,100,1508.76
SHP-0231,ORD-0231,CAR-006,R-008,MAD-01,FRA-01,2026-08-14 09:00:00,2026-08-14 16:24:00,2026-08-14 16:24:00,IN_TRANSIT,25,465.48
SHP-0232,ORD-0232,CAR-001,R-007,BRU-01,MAD-01,2026-08-17 05:00:00,2026-08-17 12:06:00,2026-08-17 12:06:00,IN_TRANSIT,50,519.44
SHP-0233,ORD-0233,CAR-004,R-008,FRA-01,MIL-01,2026-08-17 03:00:00,2026-08-17 10:24:00,2026-08-17 10:24:00,IN_TRANSIT,100,724.08
SHP-0234,ORD-0234,CAR-006,R-008,BRU-01,MIL-01,2026-08-14 06:00:00,2026-08-14 13:24:00,2026-08-14 13:24:00,IN_TRANSIT,200,465.48
SHP-0235,ORD-0235,CAR-002,R-001,PAR-01,BRU-01,2026-08-14 20:00:00,2026-08-14 23:48:00,2026-08-14 23:48:00,IN_TRANSIT,75,360.86
SHP-0236,ORD-0236,CAR-004,R-004,MIL-01,BRU-01,2026-08-28 09:00:00,2026-08-28 12:48:00,2026-08-28 12:48:00,IN_TRANSIT,75,374.22
SHP-0237,ORD-0237,CAR-003,R-001,PAR-01,BRU-01,2026-08-30 04:00:00,2026-08-30 07:48:00,2026-08-30 07:48:00,IN_TRANSIT,10,253.94
SHP-0238,ORD-0238,CAR-001,R-009,MAD-01,BRU-01,2026-08-03 19:00:00,2026-08-04 02:24:00,2026-08-04 02:24:00,IN_TRANSIT,50,543.06
SHP-0239,ORD-0239,CAR-004,R-006,MIL-01,BRU-01,2026-08-24 13:00:00,2026-08-24 17:48:00,2026-08-24 17:48:00,IN_TRANSIT,100,469.0
SHP-0240,ORD-0240,CAR-003,R-008,FRA-01,MIL-01,2026-08-30 03:00:00,2026-08-30 10:24:00,2026-08-30 10:24:00,IN_TRANSIT,50,491.34
SHP-0241,ORD-0241,CAR-003,R-002,PAR-01,FRA-01,2026-08-26 04:00:00,2026-08-26 11:06:00,2026-08-26 11:06:00,IN_TRANSIT,25,469.96
SHP-0242,ORD-0242,CAR-001,R-007,MAD-01,FRA-01,2026-08-19 01:00:00,2026-08-19 08:06:00,2026-08-19 08:06:00,IN_TRANSIT,50,519.44
SHP-0243,ORD-0243,CAR-002,R-012,MAD-01,PAR-01,2026-08-09 23:00:00,2026-08-10 13:54:00,2026-08-10 13:54:00,IN_TRANSIT,50,1405.48
SHP-0244,ORD-0244,CAR-001,R-006,FRA-01,BRU-01,2026-08-05 10:00:00,2026-08-05 14:48:00,2026-08-05 14:48:00,IN_TRANSIT,25,351.75
SHP-0245,ORD-0245,CAR-005,R-007,PAR-01,MIL-01,2026-08-11 12:00:00,2026-08-11 19:06:00,2026-08-11 19:06:00,IN_TRANSIT,75,568.9
SHP-0246,ORD-0246,CAR-002,R-008,FRA-01,MIL-01,2026-08-17 09:00:00,2026-08-17 16:24:00,2026-08-17 16:24:00,IN_TRANSIT,100,698.22
SHP-0247,ORD-0247,CAR-003,R-008,FRA-01,MIL-01,2026-08-19 11:00:00,2026-08-19 18:24:00,2026-08-19 18:24:00,IN_TRANSIT,50,491.34
SHP-0248,ORD-0248,CAR-006,R-010,BRU-01,MAD-01,2026-08-11 06:00:00,2026-08-11 22:00:00,2026-08-11 22:00:00,IN_TRANSIT,75,1005.84
SHP-0249,ORD-0249,CAR-004,R-002,PAR-01,FRA-01,2026-08-16 21:00:00,2026-08-17 04:06:00,2026-08-17 04:06:00,IN_TRANSIT,100,692.58
SHP-0250,ORD-0250,CAR-005,R-006,FRA-01,BRU-01,2026-08-29 20:00:00,2026-08-30 00:48:00,2026-08-30 00:48:00,IN_TRANSIT,75,385.25
SHP-0251,ORD-0251,CAR-002,R-009,MAD-01,FRA-01,2026-08-17 17:00:00,2026-08-18 00:24:00,2026-08-18 00:24:00,IN_TRANSIT,200,698.22
SHP-0252,ORD-0252,CAR-001,R-003,PAR-01,MAD-01,2026-08-26 12:00:00,2026-08-27 02:54:00,2026-08-27 02:54:00,IN_TRANSIT,75,1093.16
SHP-0253,ORD-0253,CAR-003,R-009,MIL-01,FRA-01,2026-08-09 01:00:00,2026-08-09 08:24:00,2026-08-09 08:24:00,IN_TRANSIT,150,491.34
SHP-0254,ORD-0254,CAR-005,R-005,BRU-01,FRA-01,2026-08-16 13:00:00,2026-08-16 17:48:00,2026-08-16 17:48:00,IN_TRANSIT,150,385.25
SHP-0255,ORD-0255,CAR-004,R-005,BRU-01,FRA-01,2026-08-02 05:00:00,2026-08-02 09:48:00,2026-08-02 09:48:00,IN_TRANSIT,10,469.0
SHP-0256,ORD-0256,CAR-003,R-001,PAR-01,BRU-01,2026-08-27 01:00:00,2026-08-27 04:48:00,2026-08-27 04:48:00,IN_TRANSIT,150,253.94
SHP-0257,ORD-0257,CAR-005,R-012,MAD-01,PAR-01,2026-08-03 07:00:00,2026-08-03 21:54:00,2026-08-03 21:54:00,IN_TRANSIT,25,1197.26
SHP-0258,ORD-0258,CAR-006,R-006,FRA-01,BRU-01,2026-08-15 15:00:00,2026-08-15 19:48:00,2026-08-15 19:48:00,IN_TRANSIT,25,301.5
SHP-0259,ORD-0259,CAR-001,R-009,MIL-01,BRU-01,2026-08-02 23:00:00,2026-08-03 06:24:00,2026-08-03 06:24:00,IN_TRANSIT,150,543.06
SHP-0260,ORD-0260,CAR-005,R-012,MAD-01,PAR-01,2026-08-14 02:00:00,2026-08-14 16:54:00,2026-08-14 16:54:00,IN_TRANSIT,150,1197.26
SHP-0261,ORD-0261,CAR-004,R-010,MIL-01,MAD-01,2026-08-13 10:00:00,2026-08-14 02:00:00,2026-08-14 02:00:00,IN_TRANSIT,50,1564.64
SHP-0262,ORD-0262,CAR-006,R-010,MIL-01,PAR-01,2026-08-08 04:00:00,2026-08-08 20:00:00,2026-08-08 20:00:00,IN_TRANSIT,100,1005.84
SHP-0263,ORD-0263,CAR-004,R-009,MIL-01,PAR-01,2026-08-16 05:00:00,2026-08-16 12:24:00,2026-08-16 12:24:00,IN_TRANSIT,50,724.08
SHP-0264,ORD-0264,CAR-001,R-012,FRA-01,MAD-01,2026-08-03 07:00:00,2026-08-03 21:54:00,2026-08-03 21:54:00,IN_TRANSIT,200,1093.16
SHP-0265,ORD-0265,CAR-002,R-007,FRA-01,MAD-01,2026-08-13 17:00:00,2026-08-14 00:06:00,2026-08-14 00:06:00,IN_TRANSIT,50,667.84
SHP-0266,ORD-0266,CAR-001,R-009,MIL-01,FRA-01,2026-08-05 07:00:00,2026-08-05 14:24:00,2026-08-05 14:24:00,IN_TRANSIT,100,543.06
SHP-0267,ORD-0267,CAR-003,R-003,MIL-01,BRU-01,2026-08-28 18:00:00,2026-08-29 08:54:00,2026-08-29 08:54:00,IN_TRANSIT,100,989.04
SHP-0268,ORD-0268,CAR-004,R-004,BRU-01,PAR-01,2026-08-21 05:00:00,2026-08-21 08:48:00,2026-08-21 08:48:00,IN_TRANSIT,25,374.22
SHP-0269,ORD-0269,CAR-006,R-009,MIL-01,FRA-01,2026-08-15 00:00:00,2026-08-15 07:24:00,2026-08-15 07:24:00,IN_TRANSIT,25,465.48
SHP-0270,ORD-0270,CAR-003,R-008,MIL-01,PAR-01,2026-08-13 12:00:00,2026-08-13 19:24:00,2026-08-13 19:24:00,IN_TRANSIT,150,491.34
SHP-0271,ORD-0271,CAR-005,R-011,MAD-01,MIL-01,2026-08-29 17:00:00,2026-08-30 09:00:00,2026-08-30 09:00:00,IN_TRANSIT,75,1285.24
SHP-0272,ORD-0272,CAR-005,R-002,BRU-01,MAD-01,2026-08-25 01:00:00,2026-08-25 08:06:00,2026-08-25 08:06:00,IN_TRANSIT,200,568.9
SHP-0273,ORD-0273,CAR-001,R-001,MIL-01,PAR-01,2026-08-16 02:00:00,2026-08-16 05:48:00,2026-08-16 05:48:00,IN_TRANSIT,75,280.67
SHP-0274,ORD-0274,CAR-003,R-010,MAD-01,BRU-01,2026-08-10 20:00:00,2026-08-11 12:00:00,2026-08-11 12:00:00,IN_TRANSIT,10,1061.72
SHP-0275,ORD-0275,CAR-002,R-011,MAD-01,MIL-01,2026-08-02 05:00:00,2026-08-02 21:00:00,2026-08-02 21:00:00,IN_TRANSIT,75,1508.76
SHP-0276,ORD-0276,CAR-005,R-006,FRA-01,BRU-01,2026-08-28 13:00:00,2026-08-28 17:48:00,2026-08-28 17:48:00,IN_TRANSIT,25,385.25
SHP-0277,ORD-0277,CAR-006,R-004,BRU-01,PAR-01,2026-08-08 07:00:00,2026-08-08 10:48:00,2026-08-08 10:48:00,IN_TRANSIT,200,240.57
SHP-0278,ORD-0278,CAR-002,R-012,MAD-01,PAR-01,2026-08-19 23:00:00,2026-08-20 13:54:00,2026-08-20 13:54:00,IN_TRANSIT,25,1405.48
SHP-0279,ORD-0279,CAR-006,R-002,PAR-01,FRA-01,2026-08-06 19:00:00,2026-08-07 02:06:00,2026-08-07 02:06:00,IN_TRANSIT,75,445.23
SHP-0280,ORD-0280,CAR-005,R-012,MAD-01,FRA-01,2026-08-22 16:00:00,2026-08-23 06:54:00,2026-08-23 06:54:00,IN_TRANSIT,75,1197.26
SHP-0281,ORD-0281,CAR-001,R-001,PAR-01,BRU-01,2026-08-09 01:00:00,2026-08-09 04:48:00,2026-08-09 04:48:00,IN_TRANSIT,25,280.67
SHP-0282,ORD-0282,CAR-004,R-011,MAD-01,MIL-01,2026-08-26 14:00:00,2026-08-27 06:00:00,2026-08-27 06:00:00,IN_TRANSIT,100,1564.64
SHP-0283,ORD-0283,CAR-004,R-008,FRA-01,MIL-01,2026-08-13 04:00:00,2026-08-13 11:24:00,2026-08-13 11:24:00,IN_TRANSIT,100,724.08
SHP-0284,ORD-0284,CAR-003,R-010,MIL-01,MAD-01,2026-08-19 09:00:00,2026-08-20 01:00:00,2026-08-20 01:00:00,IN_TRANSIT,10,1061.72
SHP-0285,ORD-0285,CAR-002,R-012,MIL-01,BRU-01,2026-08-23 07:00:00,2026-08-23 21:54:00,2026-08-23 21:54:00,IN_TRANSIT,75,1405.48
SHP-0286,ORD-0286,CAR-001,R-011,MAD-01,BRU-01,2026-08-28 22:00:00,2026-08-29 14:00:00,2026-08-29 14:00:00,IN_TRANSIT,150,1173.48
SHP-0287,ORD-0287,CAR-001,R-005,BRU-01,FRA-01,2026-08-16 22:00:00,2026-08-17 02:48:00,2026-08-17 02:48:00,IN_TRANSIT,150,351.75
SHP-0288,ORD-0288,CAR-003,R-010,MIL-01,MAD-01,2026-08-12 02:00:00,2026-08-12 18:00:00,2026-08-12 18:00:00,IN_TRANSIT,75,1061.72
SHP-0289,ORD-0289,CAR-001,R-011,FRA-01,MAD-01,2026-08-10 03:00:00,2026-08-10 19:00:00,2026-08-10 19:00:00,IN_TRANSIT,100,1173.48
SHP-0290,ORD-0290,CAR-005,R-003,PAR-01,MAD-01,2026-08-12 12:00:00,2026-08-13 02:54:00,2026-08-13 02:54:00,IN_TRANSIT,50,1197.26
SHP-0291,ORD-0291,CAR-001,R-006,FRA-01,BRU-01,2026-08-26 10:00:00,2026-08-26 14:48:00,2026-08-26 14:48:00,IN_TRANSIT,75,351.75
SHP-0292,ORD-0292,CAR-003,R-007,FRA-01,PAR-01,2026-08-01 15:00:00,2026-08-01 22:06:00,2026-08-01 22:06:00,IN_TRANSIT,50,469.96
SHP-0293,ORD-0293,CAR-003,R-011,MAD-01,MIL-01,2026-08-19 20:00:00,2026-08-20 12:00:00,2026-08-20 12:00:00,IN_TRANSIT,100,1061.72
SHP-0294,ORD-0294,CAR-006,R-004,BRU-01,PAR-01,2026-08-01 06:00:00,2026-08-01 09:48:00,2026-08-01 09:48:00,IN_TRANSIT,50,240.57
SHP-0295,ORD-0295,CAR-006,R-004,BRU-01,PAR-01,2026-08-08 18:00:00,2026-08-08 21:48:00,2026-08-08 21:48:00,IN_TRANSIT,10,240.57
SHP-0296,ORD-0296,CAR-001,R-010,MIL-01,MAD-01,2026-08-21 17:00:00,2026-08-22 09:00:00,2026-08-22 09:00:00,IN_TRANSIT,75,1173.48
SHP-0297,ORD-0297,CAR-005,R-006,FRA-01,BRU-01,2026-08-05 06:00:00,2026-08-05 10:48:00,2026-08-05 10:48:00,IN_TRANSIT,100,385.25
SHP-0298,ORD-0298,CAR-001,R-007,FRA-01,PAR-01,2026-08-13 11:00:00,2026-08-13 18:06:00,2026-08-13 18:06:00,IN_TRANSIT,25,519.44
SHP-0299,ORD-0299,CAR-001,R-010,PAR-01,MIL-01,2026-08-16 18:00:00,2026-08-17 10:00:00,2026-08-17 10:00:00,IN_TRANSIT,100,1173.48
SHP-0300,ORD-0300,CAR-003,R-010,MIL-01,MAD-01,2026-08-25 01:00:00,2026-08-25 17:00:00,2026-08-25 17:00:00,IN_TRANSIT,100,1061.72
SHP-0301,ORD-0301,CAR-001,R-001,MAD-01,BRU-01,2026-08-30 13:00:00,2026-08-30 16:48:00,2026-08-30 16:48:00,IN_TRANSIT,150,280.67
SHP-0302,ORD-0302,CAR-004,R-010,MIL-01,MAD-01,2026-08-16 10:00:00,2026-08-17 02:00:00,2026-08-17 02:00:00,IN_TRANSIT,150,1564.64
SHP-0303,ORD-0303,CAR-003,R-011,BRU-01,MAD-01,2026-08-19 16:00:00,2026-08-20 08:00:00,2026-08-20 08:00:00,IN_TRANSIT,150,1061.72
