order_id,sla_tolerance_hours,sla_penalty_per_hour_eur,priority
ORD-0723,12,75.0,STANDARD
ORD-0724,12,75.0,STANDARD
ORD-0725,12,75.0,STANDARD
ORD-0726,12,75.0,STANDARD
ORD-0727,4,200.0,PREMIUM
ORD-0728,12,75.0,STANDARD
ORD-0729,12,75.0,STANDARD
ORD-0730,12,75.0,STANDARD
ORD-0731,2,250.0,CRITICAL
ORD-0732,12,75.0,STANDARD
ORD-0733,4,200.0,PREMIUM
ORD-0734,12,75.0,STANDARD
ORD-0735,2,250.0,CRITICAL
ORD-0736,4,200.0,PREMIUM
ORD-0737,12,75.0,STANDARD
ORD-0738,2,250.0,CRITICAL
ORD-0739,4,200.0,PREMIUM
ORD-0740,4,200.0,PREMIUM
ORD-0741,12,75.0,STANDARD
ORD-0742,12,75.0,STANDARD
ORD-0743,12,75.0,STANDARD
ORD-0744,12,75.0,STANDARD
ORD-0745,12,75.0,STANDARD
ORD-0746,12,75.0,STANDARD
ORD-0747,12,75.0,STANDARD
ORD-0748,12,75.0,STANDARD
ORD-0749,12,75.0,STANDARD
ORD-0750,12,75.0,STANDARD
ORD-1003,2,250.0,CRITICAL
